id_cliente,idade,nivel_educacao,geracao,possui_parceiro,qts_criancas,responde_campanha,salario_anual,salario_mensal,preferência,n_compras,ultima_compra,total_gasto,produto_mais_compra,,R,F,M,,R_SCORE,F_SCORE,M_SCORE,MÉDIA_F_M,SEGMENTAÇÃO
9080,53,Posgrado,Geração X,NÂO,2,NÃO,"$38.578,00","$3.214,83",loja online,6,2022-01-08,"$73,00",VINHO,,353,6,"$73,00",,1,2,2,2,Precisam de Atenção
6466,60,Posgrado,Geração X,SIM,2,NÃO,"$57.236,00","$4.769,67",loja física,6,2022-09-07,"$121,00",VINHO,,114,6,"$121,00",,3,2,2,2,Promissores
9964,46,Grado o superior,Geração X,NÂO,1,NÃO,"$61.825,00","$5.152,08",loja física,12,2022-02-23,"$424,00",VINHO,,308,12,"$424,00",,1,3,3,3,Precisam de Atenção
4790,67,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$79.803,00","$6.650,25",loja física,9,2022-11-19,"$868,00",VINHO,,42,9,"$868,00",,4,2,3,"2,5",Potenciais de Ouro
10245,39,Secundaria,Millennials,NÂO,0,NÃO,"$80.910,00","$6.742,50",loja física,11,2022-07-08,"$756,00",CARNES,,173,11,"$756,00",,2,3,3,3,Precisam de Atenção
1109,43,Posgrado,Millennials,SIM,1,NÃO,"$27.590,00","$2.299,17",loja física,3,2021-12-16,"$12,00",VINHO,,375,3,"$12,00",,1,1,1,1,Hibernando
6001,46,Grado o superior,Geração X,SIM,1,NÃO,"$56.775,00","$4.731,25",loja física,15,2022-07-19,"$937,00",VINHO,,162,15,"$937,00",,2,4,3,"3,5",Precisam de Atenção
5538,50,Grado o superior,Geração X,NÂO,0,SIM,"$83.829,00","$6.985,75",loja física,10,2022-07-20,"$1.862,00",VINHO,,161,10,"$1.862,00",,2,2,4,3,Precisam de Atenção
10552,46,Secundaria,Geração X,SIM,1,NÃO,"$54.210,00","$4.517,50",loja física,11,2022-05-30,"$367,00",CARNES,,210,11,"$367,00",,2,3,2,"2,5",Precisam de Atenção
1545,39,Grado o superior,Millennials,SIM,1,NÃO,"$38.508,00","$3.209,00",loja online,12,2022-07-28,"$443,00",CARNES,,153,12,"$443,00",,2,3,3,3,Precisam de Atenção
7409,55,Grado o superior,Geração X,SIM,1,NÃO,"$53.187,00","$4.432,25",loja física,10,2022-09-27,"$267,00",VINHO,,94,10,"$267,00",,3,2,2,2,Promissores
4444,53,Grado o superior,Geração X,SIM,1,NÃO,"$30.023,00","$2.501,92",loja física,5,2022-11-04,"$61,00",OUTROS,,57,5,"$61,00",,3,1,1,1,Hibernando
146,65,Posgrado,Baby Boomers,NÂO,0,NÃO,"$76.045,00","$6.337,08",loja física,15,2022-11-20,"$1.323,00",VINHO,,41,15,"$1.323,00",,4,4,4,4,Leais de Ouro
6271,73,Posgrado,Baby Boomers,SIM,1,NÃO,"$50.870,00","$4.239,17",loja física,5,2022-12-20,"$63,00",VINHO,,11,5,"$63,00",,4,1,1,1,Recém-Chegados
10065,55,Secundaria,Geração X,SIM,0,NÃO,"$15.315,00","$1.276,25",loja física,6,2022-03-17,"$64,00",OUTROS,,284,6,"$64,00",,1,2,1,"1,5",Hibernando
4741,51,Secundaria,Geração X,SIM,1,NÃO,"$65.463,00","$5.455,25",loja física,15,2022-11-28,"$562,00",VINHO,,33,15,"$562,00",,4,4,3,"3,5",Leais de Ouro
246,60,Grado o superior,Geração X,SIM,2,NÃO,"$66.480,00","$5.540,00",loja física,11,2022-12-31,"$312,00",VINHO,,0,11,"$312,00",,4,3,2,"2,5",Potenciais de Ouro
375,71,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$76.773,00","$6.397,75",loja física,13,2022-11-23,"$1.156,00",VINHO,,38,13,"$1.156,00",,4,3,4,"3,5",Leais de Ouro
1524,42,Secundaria,Millennials,NÂO,0,SIM,"$81.698,00","$6.808,17",loja online,13,2022-01-12,"$1.104,00",VINHO,,349,13,"$1.104,00",,1,3,4,"3,5",Precisam de Atenção
10022,52,Posgrado,Geração X,NÂO,2,NÃO,"$54.466,00","$4.538,83",loja física,3,2022-06-13,"$16,00",VINHO,,198,3,"$16,00",,2,1,1,1,Hibernando
7451,65,Posgrado,Baby Boomers,NÂO,0,NÃO,"$98.777,00","$8.231,42",loja física,13,2022-12-11,"$2.008,00",VINHO,,20,13,"$2.008,00",,4,3,4,"3,5",Leais de Ouro
11010,41,Posgrado,Millennials,NÂO,1,NÃO,"$16.269,00","$1.355,75",loja online,6,2021-12-19,"$44,00",VINHO,,372,6,"$44,00",,1,2,1,"1,5",Hibernando
4356,54,Grado o superior,Geração X,SIM,1,NÃO,"$71.819,00","$5.984,92",loja física,8,2022-10-16,"$1.574,00",VINHO,,75,8,"$1.574,00",,3,2,4,3,Promissores
3885,42,Posgrado,Millennials,SIM,1,SIM,"$33.569,00","$2.797,42",loja física,3,2022-05-29,"$63,00",OUTROS,,212,3,"$63,00",,2,1,1,1,Hibernando
1175,42,Posgrado,Millennials,SIM,0,SIM,"$36.262,00","$3.021,83",loja online,6,2022-05-18,"$426,00",OUTROS,,223,6,"$426,00",,2,2,3,"2,5",Precisam de Atenção
880,59,Secundaria,Geração X,SIM,0,NÃO,"$22.634,00","$1.886,17",loja online,4,2021-05-27,"$96,00",OUTROS,,574,4,"$96,00",,1,1,2,"1,5",Hibernando
2320,47,Secundaria,Geração X,SIM,1,NÃO,"$47.025,00","$3.918,75",loja online,17,2022-07-15,"$635,00",VINHO,,166,17,"$635,00",,2,4,3,"3,5",Precisam de Atenção
850,57,Grado o superior,Geração X,NÂO,1,NÃO,"$70.566,00","$5.880,50",loja física,15,2022-11-12,"$757,00",VINHO,,49,15,"$757,00",,4,4,3,"3,5",Leais de Ouro
4713,46,Posgrado,Geração X,SIM,1,NÃO,"$31.605,00","$2.633,75",loja física,6,2022-04-30,"$125,00",VINHO,,240,6,"$125,00",,1,2,2,2,Precisam de Atenção
675,52,Posgrado,Geração X,NÂO,2,NÃO,"$52.034,00","$4.336,17",loja física,9,2022-03-18,"$332,00",VINHO,,283,9,"$332,00",,1,2,2,2,Precisam de Atenção
5025,46,Grado o superior,Geração X,NÂO,1,NÃO,"$48.526,00","$4.043,83",loja física,6,2022-09-09,"$135,00",PEIXES,,112,6,"$135,00",,3,2,2,2,Promissores
2308,71,Grado o superior,Baby Boomers,SIM,1,NÃO,"$46.734,00","$3.894,50",loja online,11,2022-06-20,"$330,00",CARNES,,191,11,"$330,00",,2,3,2,"2,5",Precisam de Atenção
5995,63,Grado o superior,Baby Boomers,NÂO,2,SIM,"$39.552,00","$3.296,00",loja online,11,2022-07-16,"$384,00",VINHO,,165,11,"$384,00",,2,3,2,"2,5",Precisam de Atenção
6749,59,Grado o superior,Geração X,NÂO,2,NÃO,"$86.358,00","$7.196,50",loja física,11,2022-07-02,"$1.722,00",VINHO,,179,11,"$1.722,00",,2,3,4,"3,5",Precisam de Atenção
1010,48,Grado o superior,Geração X,SIM,3,NÃO,"$46.931,00","$3.910,92",loja física,4,2022-10-10,"$78,00",VINHO,,81,4,"$78,00",,3,1,2,"1,5",Hibernando
4756,73,Secundaria,Baby Boomers,NÂO,0,SIM,"$63.998,00","$5.333,17",loja física,18,2022-11-11,"$1.168,00",CARNES,,50,18,"$1.168,00",,4,4,4,4,Leais de Ouro
3412,74,Posgrado,Baby Boomers,SIM,1,NÃO,"$67.381,00","$5.615,08",loja física,11,2022-09-11,"$957,00",VINHO,,110,11,"$957,00",,3,3,3,3,Promissores
606,58,Grado o superior,Geração X,NÂO,2,NÃO,"$25.930,00","$2.160,83",loja física,3,2021-11-15,"$15,00",VINHO,,406,3,"$15,00",,1,1,1,1,Hibernando
5961,47,Grado o superior,Geração X,SIM,1,NÃO,"$42.693,00","$3.557,75",loja física,4,2022-11-16,"$57,00",CARNES,,45,4,"$57,00",,4,1,1,1,Recém-Chegados
2975,49,Grado o superior,Geração X,SIM,1,NÃO,"$85.606,00","$7.133,83",loja física,15,2022-06-18,"$1.956,00",CARNES,,193,15,"$1.956,00",,2,4,4,4,Precisam de Atenção
2894,40,Grado o superior,Millennials,NÂO,0,SIM,"$72.903,00","$6.075,25",loja física,15,2022-10-14,"$2.013,00",VINHO,,77,15,"$2.013,00",,3,4,4,4,Promissores
7613,51,Secundaria,Geração X,SIM,1,NÃO,"$49.669,00","$4.139,08",loja física,11,2022-12-19,"$326,00",VINHO,,12,11,"$326,00",,4,3,2,"2,5",Potenciais de Ouro
10542,57,Posgrado,Geração X,SIM,2,NÃO,"$36.778,00","$3.064,83",loja online,6,2022-01-29,"$77,00",CARNES,,332,6,"$77,00",,1,2,2,2,Precisam de Atenção
8015,63,Posgrado,Baby Boomers,NÂO,0,SIM,"$85.696,00","$7.141,33",loja física,13,2022-11-12,"$1.313,00",VINHO,,49,13,"$1.313,00",,4,3,4,"3,5",Leais de Ouro
10617,36,Posgrado,Millennials,NÂO,0,NÃO,"$10.979,00","$914,92",loja online,6,2022-09-28,"$30,00",CARNES,,93,6,"$30,00",,3,2,1,"1,5",Hibernando
11166,64,Grado o superior,Baby Boomers,SIM,1,NÃO,"$49.678,00","$4.139,83",loja online,10,2022-05-14,"$315,00",VINHO,,227,10,"$315,00",,2,2,2,2,Precisam de Atenção
849,72,Posgrado,Baby Boomers,SIM,1,NÃO,"$56.129,00","$4.677,42",loja física,16,2022-08-21,"$660,00",VINHO,,130,16,"$660,00",,3,4,3,"3,5",Promissores
523,36,Grado o superior,Millennials,SIM,1,NÃO,"$37.155,00","$3.096,25",loja física,6,2021-12-26,"$74,00",CARNES,,365,6,"$74,00",,1,2,2,2,Precisam de Atenção
4066,47,Secundaria,Geração X,NÂO,1,NÃO,"$21.282,00","$1.773,50",loja online,4,2022-07-01,"$46,00",OUTROS,,180,4,"$46,00",,2,1,1,1,Hibernando
8414,63,Posgrado,Baby Boomers,NÂO,1,NÃO,"$33.419,00","$2.784,92",loja física,6,2022-04-03,"$86,00",VINHO,,268,6,"$86,00",,1,2,2,2,Precisam de Atenção
819,80,Grado o superior,Pré-Boomers,NÂO,0,NÃO,"$63.285,00","$5.273,75",loja física,19,2022-11-21,"$1.103,00",VINHO,,40,19,"$1.103,00",,4,4,4,4,Leais de Ouro
4961,51,Posgrado,Geração X,SIM,1,NÃO,"$21.255,00","$1.771,25",loja física,6,2022-11-20,"$61,00",VINHO,,41,6,"$61,00",,4,2,1,"1,5",Recém-Chegados
749,44,Grado o superior,Millennials,SIM,1,SIM,"$42.162,00","$3.513,50",loja online,6,2022-09-21,"$145,00",CARNES,,100,6,"$145,00",,3,2,2,2,Promissores
5430,69,Grado o superior,Baby Boomers,SIM,2,NÃO,"$54.450,00","$4.537,50",loja online,17,2022-04-15,"$684,00",VINHO,,256,17,"$684,00",,1,4,3,"3,5",Precisam de Atenção
7755,71,Posgrado,Baby Boomers,SIM,1,NÃO,"$57.744,00","$4.812,00",loja online,13,2022-12-26,"$411,00",VINHO,,5,13,"$411,00",,4,3,3,3,Potenciais de Ouro
10525,39,Grado o superior,Millennials,NÂO,1,SIM,"$26.576,00","$2.214,67",loja física,3,2021-06-16,"$27,00",VINHO,,555,3,"$27,00",,1,1,1,1,Hibernando
1453,82,Posgrado,Pré-Boomers,NÂO,0,NÃO,"$57.513,00","$4.792,75",loja física,22,2022-10-13,"$1.060,00",VINHO,,78,22,"$1.060,00",,3,4,4,4,Promissores
8310,61,Grado o superior,Baby Boomers,SIM,1,NÃO,"$68.142,00","$5.678,50",loja online,17,2022-07-14,"$1.459,00",VINHO,,167,17,"$1.459,00",,2,4,4,4,Precisam de Atenção
10710,46,Grado o superior,Geração X,SIM,1,NÃO,"$7.500,00","$625,00",loja física,3,2021-12-07,"$18,00",VINHO,,384,3,"$18,00",,1,1,1,1,Hibernando
5031,51,Grado o superior,Geração X,SIM,0,SIM,"$83.145,00","$6.928,75",loja física,16,2022-08-19,"$1.833,00",VINHO,,132,16,"$1.833,00",,2,4,4,4,Precisam de Atenção
2613,65,Posgrado,Baby Boomers,SIM,1,NÃO,"$54.197,00","$4.516,42",loja física,7,2022-11-14,"$237,00",VINHO,,47,7,"$237,00",,4,2,2,2,Potenciais de Ouro
213,62,Posgrado,Baby Boomers,NÂO,2,NÃO,"$23.091,00","$1.924,25",loja física,5,2022-11-16,"$48,00",VINHO,,45,5,"$48,00",,4,1,1,1,Recém-Chegados
967,49,Grado o superior,Geração X,SIM,2,SIM,"$46.049,00","$3.837,42",loja física,14,2022-07-13,"$515,00",VINHO,,168,14,"$515,00",,2,3,3,3,Precisam de Atenção
1077,51,Grado o superior,Geração X,SIM,0,NÃO,"$56.715,00","$4.726,25",loja online,11,2022-09-07,"$1.020,00",VINHO,,114,11,"$1.020,00",,3,3,3,3,Promissores
7959,64,Grado o superior,Baby Boomers,SIM,0,NÃO,"$79.410,00","$6.617,50",loja física,8,2022-12-25,"$1.370,00",VINHO,,6,8,"$1.370,00",,4,2,4,3,Potenciais de Ouro
640,74,Grado o superior,Baby Boomers,SIM,1,NÃO,"$57.304,00","$4.775,33",loja física,17,2022-10-02,"$1.026,00",VINHO,,89,17,"$1.026,00",,3,4,3,"3,5",Promissores
4252,60,Grado o superior,Geração X,SIM,1,NÃO,"$44.375,00","$3.697,92",loja física,10,2022-11-18,"$301,00",VINHO,,43,10,"$301,00",,4,2,2,2,Potenciais de Ouro
8432,69,Grado o superior,Baby Boomers,SIM,2,NÃO,"$54.450,00","$4.537,50",loja online,17,2022-07-23,"$684,00",VINHO,,158,17,"$684,00",,2,4,3,"3,5",Precisam de Atenção
6218,60,Grado o superior,Geração X,SIM,1,NÃO,"$59.594,00","$4.966,17",loja online,15,2022-09-08,"$499,00",VINHO,,113,15,"$499,00",,3,4,3,"3,5",Promissores
6905,31,Grado o superior,Millennials,SIM,0,NÃO,"$80.685,00","$6.723,75",loja física,16,2022-10-17,"$1.004,00",CARNES,,74,16,"$1.004,00",,3,4,3,"3,5",Promissores
5922,51,Posgrado,Geração X,SIM,1,NÃO,"$40.344,00","$3.362,00",loja física,9,2022-07-11,"$218,00",VINHO,,170,9,"$218,00",,2,2,2,2,Precisam de Atenção
3598,53,Grado o superior,Geração X,SIM,1,NÃO,"$62.710,00","$5.225,83",loja física,16,2022-10-09,"$606,00",VINHO,,82,16,"$606,00",,3,4,3,"3,5",Promissores
6116,57,Secundaria,Geração X,SIM,1,NÃO,"$48.985,00","$4.082,08",loja física,4,2021-11-23,"$75,00",VINHO,,398,4,"$75,00",,1,1,2,"1,5",Hibernando
6263,57,Grado o superior,Geração X,SIM,3,NÃO,"$35.322,00","$2.943,50",loja física,6,2022-03-21,"$106,00",CARNES,,280,6,"$106,00",,1,2,2,2,Precisam de Atenção
10486,77,Grado o superior,Baby Boomers,SIM,0,NÃO,"$77.142,00","$6.428,50",loja física,12,2022-09-18,"$990,00",VINHO,,103,12,"$990,00",,3,3,3,3,Promissores
2410,56,Grado o superior,Geração X,NÂO,0,NÃO,"$81.657,00","$6.804,75",loja física,11,2022-11-21,"$1.097,00",CARNES,,40,11,"$1.097,00",,4,3,4,"3,5",Leais de Ouro
193,29,Secundaria,Millennials,SIM,0,NÃO,"$14.421,00","$1.201,75",loja física,3,2022-09-25,"$16,00",OUTROS,,96,3,"$16,00",,3,1,1,1,Hibernando
3363,51,Secundaria,Geração X,SIM,0,NÃO,"$20.130,00","$1.677,50",loja física,4,2022-11-27,"$34,00",OUTROS,,34,4,"$34,00",,4,1,1,1,Recém-Chegados
8278,35,Posgrado,Millennials,SIM,0,NÃO,"$74.214,00","$6.184,50",loja online,13,2022-07-09,"$1.711,00",VINHO,,172,13,"$1.711,00",,2,3,4,"3,5",Precisam de Atenção
10660,68,Posgrado,Baby Boomers,SIM,2,NÃO,"$66.726,00","$5.560,50",loja online,12,2022-12-07,"$438,00",VINHO,,24,12,"$438,00",,4,3,3,3,Potenciais de Ouro
8686,46,Secundaria,Geração X,SIM,1,NÃO,"$23.724,00","$1.977,00",loja física,5,2022-02-16,"$75,00",FRUTAS,,315,5,"$75,00",,1,1,2,"1,5",Hibernando
1604,65,Posgrado,Baby Boomers,SIM,1,NÃO,"$47.353,00","$3.946,08",loja física,8,2022-10-24,"$225,00",VINHO,,67,8,"$225,00",,3,2,2,2,Promissores
5907,73,Posgrado,Baby Boomers,SIM,2,NÃO,"$33.444,00","$2.787,00",loja física,3,2022-10-18,"$18,00",VINHO,,73,3,"$18,00",,3,1,1,1,Hibernando
10669,44,Grado o superior,Millennials,SIM,1,NÃO,"$54.386,00","$4.532,17",loja física,13,2022-04-08,"$470,00",VINHO,,263,13,"$470,00",,1,3,3,3,Precisam de Atenção
2918,44,Grado o superior,Millennials,NÂO,2,NÃO,"$28.510,00","$2.375,83",loja física,6,2021-08-18,"$91,00",VINHO,,493,6,"$91,00",,1,2,2,2,Precisam de Atenção
5735,34,Posgrado,Millennials,NÂO,0,NÃO,"$90.638,00","$7.553,17",loja física,13,2022-12-22,"$2.525,00",VINHO,,9,13,"$2.525,00",,4,3,4,"3,5",Leais de Ouro
359,75,Grado o superior,Baby Boomers,SIM,1,NÃO,"$48.070,00","$4.005,83",loja online,14,2022-07-04,"$504,00",VINHO,,177,14,"$504,00",,2,3,3,3,Precisam de Atenção
8387,68,Grado o superior,Baby Boomers,SIM,1,NÃO,"$43.140,00","$3.595,00",loja física,9,2021-10-23,"$235,00",VINHO,,428,9,"$235,00",,1,2,2,2,Precisam de Atenção
1829,64,Posgrado,Baby Boomers,NÂO,1,SIM,"$54.959,00","$4.579,92",loja online,13,2022-07-10,"$1.232,00",VINHO,,171,13,"$1.232,00",,2,3,4,"3,5",Precisam de Atenção
3839,67,Secundaria,Baby Boomers,NÂO,2,NÃO,"$15.056,00","$1.254,67",loja física,5,2022-05-12,"$88,00",OUTROS,,229,5,"$88,00",,2,1,2,"1,5",Hibernando
9392,54,Grado o superior,Geração X,NÂO,1,NÃO,"$26.954,00","$2.246,17",loja física,3,2022-05-23,"$17,00",CARNES,,218,3,"$17,00",,2,1,1,1,Hibernando
2292,40,Grado o superior,Millennials,NÂO,1,NÃO,"$22.327,00","$1.860,58",loja física,4,2022-06-30,"$24,00",CARNES,,180,4,"$24,00",,2,1,1,1,Hibernando
10466,60,Grado o superior,Geração X,SIM,2,NÃO,"$44.393,00","$3.699,42",loja física,5,2021-11-24,"$60,00",VINHO,,397,5,"$60,00",,1,1,1,1,Hibernando
9855,73,Posgrado,Baby Boomers,NÂO,1,NÃO,"$62.000,00","$5.166,67",loja física,19,2022-06-26,"$1.020,00",VINHO,,185,19,"$1.020,00",,2,4,3,"3,5",Precisam de Atenção
4088,63,Posgrado,Baby Boomers,SIM,1,NÃO,"$31.497,00","$2.624,75",loja física,7,2022-07-19,"$155,00",VINHO,,162,7,"$155,00",,2,2,2,2,Precisam de Atenção
5231,51,Secundaria,Geração X,SIM,2,NÃO,"$45.894,00","$3.824,50",loja física,4,2022-12-12,"$51,00",VINHO,,19,4,"$51,00",,4,1,1,1,Recém-Chegados
590,55,Posgrado,Geração X,NÂO,0,SIM,"$78.579,00","$6.548,25",loja online,9,2022-10-07,"$1.812,00",VINHO,,84,9,"$1.812,00",,3,2,4,3,Promissores
8732,56,Posgrado,Geração X,NÂO,1,SIM,"$67.369,00","$5.614,08",loja física,17,2022-12-27,"$1.461,00",VINHO,,4,17,"$1.461,00",,4,4,4,4,Leais de Ouro
2315,65,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$58.401,00","$4.866,75",loja física,3,2022-06-20,"$96,00",DOCES,,191,3,"$96,00",,2,1,2,"1,5",Hibernando
3515,73,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$62.307,00","$5.192,25",loja online,8,2022-12-31,"$160,00",VINHO,,0,8,"$160,00",,4,2,2,2,Potenciais de Ouro
2245,56,Posgrado,Geração X,SIM,2,NÃO,"$43.641,00","$3.636,75",loja física,6,2021-11-11,"$139,00",VINHO,,410,6,"$139,00",,1,2,2,2,Precisam de Atenção
6283,57,Posgrado,Geração X,NÂO,1,NÃO,"$63.841,00","$5.320,08",loja online,18,2022-09-16,"$908,00",VINHO,,105,18,"$908,00",,3,4,3,"3,5",Promissores
2246,60,Secundaria,Geração X,SIM,1,NÃO,"$46.891,00","$3.907,58",loja física,6,2022-09-15,"$183,00",OUTROS,,106,6,"$183,00",,3,2,2,2,Promissores
6606,56,Posgrado,Geração X,SIM,1,NÃO,"$70.091,00","$5.840,92",loja física,15,2022-10-07,"$1.161,00",VINHO,,84,15,"$1.161,00",,3,4,4,4,Promissores
5545,53,Posgrado,Geração X,SIM,0,NÃO,"$78.075,00","$6.506,25",loja física,8,2022-12-24,"$988,00",VINHO,,7,8,"$988,00",,4,2,3,"2,5",Potenciais de Ouro
7342,64,Secundaria,Baby Boomers,NÂO,1,NÃO,"$59.184,00","$4.932,00",loja física,18,2022-05-23,"$1.072,00",VINHO,,218,18,"$1.072,00",,2,4,4,4,Precisam de Atenção
837,48,Grado o superior,Geração X,SIM,2,NÃO,"$54.809,00","$4.567,42",loja física,7,2022-08-22,"$174,00",VINHO,,129,7,"$174,00",,3,2,2,2,Promissores
9500,66,Grado o superior,Baby Boomers,SIM,1,NÃO,"$58.113,00","$4.842,75",loja online,17,2022-07-12,"$758,00",VINHO,,169,17,"$758,00",,2,4,3,"3,5",Precisam de Atenção
3602,67,Posgrado,Baby Boomers,SIM,1,NÃO,"$51.412,00","$4.284,33",loja física,7,2022-11-24,"$195,00",VINHO,,37,7,"$195,00",,4,2,2,2,Potenciais de Ouro
234,46,Grado o superior,Geração X,NÂO,1,SIM,"$15.287,00","$1.273,92",loja física,3,2021-02-24,"$31,00",OUTROS,,667,3,"$31,00",,1,1,1,1,Hibernando
2995,68,Posgrado,Baby Boomers,SIM,0,NÃO,"$66.636,00","$5.553,00",loja física,12,2022-11-19,"$1.084,00",CARNES,,42,12,"$1.084,00",,4,3,4,"3,5",Leais de Ouro
1118,69,Posgrado,Baby Boomers,SIM,1,NÃO,"$50.965,00","$4.247,08",loja online,15,2022-05-20,"$685,00",VINHO,,221,15,"$685,00",,2,4,3,"3,5",Precisam de Atenção
7789,60,Posgrado,Geração X,SIM,0,NÃO,"$84.618,00","$7.051,50",loja física,16,2022-12-01,"$1.672,00",CARNES,,30,16,"$1.672,00",,4,4,4,4,Leais de Ouro
3068,35,Grado o superior,Millennials,SIM,0,NÃO,"$18.351,00","$1.529,25",loja física,5,2022-10-16,"$43,00",DOCES,,75,5,"$43,00",,3,1,1,1,Hibernando
8955,68,Posgrado,Baby Boomers,SIM,2,NÃO,"$40.451,00","$3.370,92",loja física,3,2022-11-03,"$49,00",VINHO,,58,3,"$49,00",,3,1,1,1,Hibernando
945,60,Grado o superior,Geração X,SIM,1,NÃO,"$36.317,00","$3.026,42",loja física,7,2022-04-04,"$133,00",VINHO,,267,7,"$133,00",,1,2,2,2,Precisam de Atenção
5644,68,Grado o superior,Baby Boomers,SIM,1,NÃO,"$42.213,00","$3.517,75",loja física,12,2022-11-22,"$363,00",VINHO,,39,12,"$363,00",,4,3,2,"2,5",Potenciais de Ouro
7192,70,Grado o superior,Baby Boomers,SIM,1,NÃO,"$65.748,00","$5.479,00",loja física,12,2022-04-19,"$545,00",VINHO,,252,12,"$545,00",,1,3,3,3,Precisam de Atenção
2324,53,Grado o superior,Geração X,SIM,1,NÃO,"$77.044,00","$6.420,33",loja física,18,2022-07-24,"$1.065,00",VINHO,,157,18,"$1.065,00",,2,4,4,4,Precisam de Atenção
697,56,Grado o superior,Geração X,SIM,0,NÃO,"$74.918,00","$6.243,17",loja física,11,2022-04-12,"$2.047,00",VINHO,,259,11,"$2.047,00",,1,3,4,"3,5",Precisam de Atenção
3439,53,Grado o superior,Geração X,SIM,2,NÃO,"$56.721,00","$4.726,75",loja física,9,2022-04-20,"$296,00",VINHO,,251,9,"$296,00",,1,2,2,2,Precisam de Atenção
1506,50,Grado o superior,Geração X,NÂO,2,SIM,"$42.160,00","$3.513,33",loja física,6,2022-05-22,"$140,00",VINHO,,219,6,"$140,00",,2,2,2,2,Precisam de Atenção
232,60,Grado o superior,Geração X,NÂO,1,NÃO,"$61.559,00","$5.129,92",loja física,14,2022-09-20,"$530,00",VINHO,,101,14,"$530,00",,3,3,3,3,Promissores
8876,62,Posgrado,Baby Boomers,SIM,2,NÃO,"$33.629,00","$2.802,42",loja física,7,2022-09-25,"$152,00",VINHO,,96,7,"$152,00",,3,2,2,2,Promissores
4500,34,Posgrado,Millennials,SIM,0,NÃO,"$68.682,00","$5.723,50",loja física,14,2022-08-19,"$1.598,00",VINHO,,132,14,"$1.598,00",,2,3,4,"3,5",Precisam de Atenção
9739,62,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$34.377,00","$2.864,75",loja online,4,2021-06-23,"$114,00",VINHO,,548,4,"$114,00",,1,1,2,"1,5",Hibernando
10395,39,Secundaria,Millennials,NÂO,1,NÃO,"$8.940,00","$745,00",loja online,6,2022-03-16,"$101,00",FRUTAS,,285,6,"$101,00",,1,2,2,2,Precisam de Atenção
1176,52,Grado o superior,Geração X,SIM,1,NÃO,"$26.228,00","$2.185,67",loja física,3,2021-10-01,"$25,00",OUTROS,,450,3,"$25,00",,1,1,1,1,Hibernando
1627,68,Secundaria,Baby Boomers,NÂO,0,NÃO,"$77.297,00","$6.441,42",loja física,14,2022-11-25,"$789,00",VINHO,,36,14,"$789,00",,4,3,3,3,Potenciais de Ouro
938,44,Grado o superior,Millennials,SIM,2,NÃO,"$40.211,00","$3.350,92",loja online,4,2022-03-23,"$87,00",VINHO,,278,4,"$87,00",,1,1,2,"1,5",Hibernando
2740,67,Posgrado,Baby Boomers,NÂO,2,NÃO,"$33.438,00","$2.786,50",loja física,6,2022-07-04,"$90,00",VINHO,,177,6,"$90,00",,2,2,2,2,Precisam de Atenção
257,66,Posgrado,Baby Boomers,SIM,1,NÃO,"$75.032,00","$6.252,67",loja física,14,2022-05-19,"$1.215,00",VINHO,,222,14,"$1.215,00",,2,3,4,"3,5",Precisam de Atenção
4058,70,Posgrado,Baby Boomers,NÂO,0,NÃO,"$61.284,00","$5.107,00",loja online,19,2022-11-02,"$811,00",VINHO,,59,19,"$811,00",,3,4,3,"3,5",Promissores
7736,39,Grado o superior,Millennials,SIM,1,SIM,"$22.518,00","$1.876,50",loja online,4,2021-09-22,"$61,00",OUTROS,,459,4,"$61,00",,1,1,1,1,Hibernando
8210,50,Posgrado,Geração X,SIM,1,NÃO,"$54.730,00","$4.560,83",loja física,12,2022-10-18,"$405,00",VINHO,,73,12,"$405,00",,3,3,3,3,Promissores
833,70,Posgrado,Baby Boomers,SIM,2,NÃO,"$38.452,00","$3.204,33",loja online,6,2022-12-28,"$72,00",VINHO,,3,6,"$72,00",,4,2,2,2,Potenciais de Ouro
6230,54,Grado o superior,Geração X,NÂO,2,NÃO,"$44.421,00","$3.701,75",loja online,9,2022-03-25,"$189,00",VINHO,,276,9,"$189,00",,1,2,2,2,Precisam de Atenção
7325,39,Posgrado,Millennials,SIM,1,NÃO,"$38.197,00","$3.183,08",loja física,4,2021-11-07,"$40,00",VINHO,,414,4,"$40,00",,1,1,1,1,Hibernando
1307,47,Grado o superior,Geração X,NÂO,1,NÃO,"$41.986,00","$3.498,83",loja física,7,2022-11-20,"$63,00",VINHO,,41,7,"$63,00",,4,2,1,"1,5",Recém-Chegados
1502,42,Grado o superior,Millennials,SIM,1,NÃO,"$28.427,00","$2.368,92",loja física,5,2022-04-02,"$52,00",CARNES,,269,5,"$52,00",,1,1,1,1,Hibernando
6211,49,Posgrado,Geração X,SIM,1,NÃO,"$37.395,00","$3.116,25",loja física,4,2022-12-25,"$39,00",VINHO,,6,4,"$39,00",,4,1,1,1,Recém-Chegados
